GCA_001758065.1	PRJNA301792
GCA_001758135.1	PRJNA301792
GCA_001758165.1	PRJNA301792
GCA_001867335.2	PRJNA338179
GCA_001891205.1	PRJNA354075
GCA_002018935.1	PRJNA301792
GCA_002018965.1	PRJNA301792
GCA_002018995.1	PRJNA301792
GCA_002019005.1	PRJNA301792
GCA_002019025.1	PRJNA301792
GCA_002019035.1	PRJNA301792
GCA_002245595.1	PRJNA391101
GCA_002245665.1	PRJNA392249
GCA_002250465.1	PRJNA391474
GCA_002727055.2	PRJNA411855
GCA_002794295.1	PRJNA417551
GCA_002795345.1	PRJNA417551
GCA_002795375.1	PRJNA417551
GCA_002922935.1	PRJNA432549
GCA_003130565.1	PRJNA471066
GCA_003325575.1	PRJNA431093
GCA_003325635.1	PRJNA431093
GCA_003325665.1	PRJNA431093
GCA_003583525.1	PRJNA489088
GCA_003583535.1	PRJNA489088
GCA_003583565.1	PRJNA489088
GCA_003583575.1	PRJNA489088
GCA_003583605.1	PRJNA489088
GCA_003583615.1	PRJNA489088
GCA_003583625.1	PRJNA489088
GCA_003583665.1	PRJNA489088
GCA_003584255.1	PRJNA489088
GCA_003584275.1	PRJNA489088
GCA_003584305.1	PRJNA489088
GCA_003584315.1	PRJNA489088
GCA_003584325.1	PRJNA489088
GCA_003584365.1	PRJNA489088
GCA_003584375.1	PRJNA489088
GCA_003584385.1	PRJNA489088
GCA_003584425.1	PRJNA489088
GCA_003584445.1	PRJNA489088
GCA_003584455.1	PRJNA489088
GCA_003584485.1	PRJNA489088
GCA_003584505.1	PRJNA489088
GCA_003584515.1	PRJNA489088
GCA_003584535.1	PRJNA489088
GCA_003595665.1	PRJNA489088
GCA_003595675.1	PRJNA489088
GCA_003595685.1	PRJNA489088
GCA_003595745.1	PRJNA489088
GCA_003595755.1	PRJNA489088
GCA_003595765.1	PRJNA489088
GCA_003595805.1	PRJNA489088
GCA_003595815.1	PRJNA489088
GCA_003595835.1	PRJNA489088
GCA_003595865.1	PRJNA489088
GCA_003595875.1	PRJNA489088
GCA_003595885.1	PRJNA489088
GCA_003595925.1	PRJNA489088
GCA_003595935.1	PRJNA489088
GCA_003595955.1	PRJNA489088
GCA_003595985.1	PRJNA489088
GCA_003595995.1	PRJNA489088
GCA_003596015.1	PRJNA489088
GCA_003596025.1	PRJNA489088
GCA_003596065.1	PRJNA489088
GCA_003596075.1	PRJNA489088
GCA_003596105.1	PRJNA489088
GCA_003596125.1	PRJNA489088
GCA_003596135.1	PRJNA489088
GCA_003596165.1	PRJNA489088
GCA_003596175.1	PRJNA489088
GCA_003596205.1	PRJNA489088
GCA_003596215.1	PRJNA489088
GCA_003596235.1	PRJNA489088
GCA_003596265.1	PRJNA489088
GCA_003596275.1	PRJNA489088
GCA_003597385.1	PRJNA489088
GCA_003697885.1	PRJNA497216
GCA_003812485.1	PRJNA505170
GCA_004282835.1	PRJNA497429
GCA_004282845.1	PRJNA497429
GCA_004347305.1	PRJNA516770
GCA_004347325.1	PRJNA516770
GCA_004359905.1	PRJNA516770
GCA_004378605.1	PRJNA527195
GCA_006493735.1	PRJNA545079
GCA_006493975.1	PRJNA545079
GCA_006494085.1	PRJNA545079
GCA_006494575.1	PRJNA545079
GCA_006843645.1	PRJNA487603
GCA_008180145.1	PRJNA516770
GCA_008477565.1	PRJNA398382
GCA_009754965.1	PRJNA592452
GCA_009754985.1	PRJNA592456
GCA_009828675.1	PRJNA596391
GCA_009829525.1	PRJNA596391
GCA_009829535.1	PRJNA596391
GCA_009829545.1	PRJNA596391
GCA_009829555.1	PRJNA596391
GCA_009829595.1	PRJNA596391
GCA_009829755.1	PRJNA398382
GCA_009898245.1	PRJNA550404
GCA_012276735.1	PRJNA497429
GCA_012276745.1	PRJNA497429
GCA_012277115.1	PRJNA497429
GCA_012515875.1	PRJNA609712
GCA_012524085.1	PRJNA624091
GCA_012524275.1	PRJNA624111
GCA_012781995.1	PRJNA613847
GCA_012955825.1	PRJNA301792
GCA_012955845.1	PRJNA301792
GCA_012956585.1	PRJNA301792
GCA_013138415.1	PRJNA580471
GCA_013138435.1	PRJNA580473
GCA_013138475.1	PRJNA580395
GCA_013184005.1	PRJNA541269
GCA_015536845.1	PRJNA613847
GCA_015536855.1	PRJNA613847
GCA_015536865.1	PRJNA613847
GCA_015536875.1	PRJNA613847
GCA_015536925.1	PRJNA613847
GCA_015536935.1	PRJNA613847
GCA_015536955.1	PRJNA613847
GCA_015536965.1	PRJNA613847
GCA_015536975.1	PRJNA613847
GCA_015537025.1	PRJNA613847
GCA_015537035.1	PRJNA613847
GCA_015537045.1	PRJNA613847
GCA_015537085.1	PRJNA613847
GCA_015537095.1	PRJNA613847
GCA_015537125.1	PRJNA613847
GCA_015537145.1	PRJNA613847
GCA_015537155.1	PRJNA613847
GCA_015537165.1	PRJNA613847
GCA_015537175.1	PRJNA613847
GCA_015537225.1	PRJNA613847
GCA_015537245.1	PRJNA613847
GCA_015537255.1	PRJNA613847
GCA_015537275.1	PRJNA613847
GCA_015537285.1	PRJNA613847
GCA_015537295.1	PRJNA613847
GCA_015537345.1	PRJNA613847
GCA_015537365.1	PRJNA613847
GCA_015537385.1	PRJNA613847
GCA_015537405.1	PRJNA613847
GCA_015537415.1	PRJNA613847
GCA_015537445.1	PRJNA613847
GCA_015537465.1	PRJNA613847
GCA_015537485.1	PRJNA613847
GCA_015537505.1	PRJNA613847
GCA_015537525.1	PRJNA613847
GCA_015537535.1	PRJNA613847
GCA_015537565.1	PRJNA613847
GCA_015537575.1	PRJNA613847
GCA_015537605.1	PRJNA613847
GCA_015537615.1	PRJNA613847
GCA_015537635.1	PRJNA613847
GCA_015537665.1	PRJNA613847
GCA_015537675.1	PRJNA613847
GCA_015537705.1	PRJNA613847
GCA_015537725.1	PRJNA613847
GCA_015537745.1	PRJNA613847
GCA_015537755.1	PRJNA613847
GCA_015537765.1	PRJNA613847
GCA_015537775.1	PRJNA613847
GCA_015537825.1	PRJNA613847
GCA_015537845.1	PRJNA613847
GCA_015537855.1	PRJNA613847
GCA_015537865.1	PRJNA613847
GCA_015537905.1	PRJNA613847
GCA_015537915.1	PRJNA613847
GCA_015537945.1	PRJNA613847
GCA_015537965.1	PRJNA613847
GCA_015537975.1	PRJNA613847
GCA_015537995.1	PRJNA613847
GCA_015538025.1	PRJNA613847
GCA_015538045.1	PRJNA613847
GCA_015538055.1	PRJNA613847
GCA_015538085.1	PRJNA613847
GCA_015538105.1	PRJNA613847
GCA_015538125.1	PRJNA613847
GCA_015538135.1	PRJNA613847
GCA_015538155.1	PRJNA613847
GCA_015538165.1	PRJNA613847
GCA_015538205.1	PRJNA613847
GCA_015538225.1	PRJNA613847
GCA_015538235.1	PRJNA613847
GCA_015538255.1	PRJNA613847
GCA_015538275.1	PRJNA613847
GCA_015538305.1	PRJNA613847
GCA_015538325.1	PRJNA613847
GCA_015538335.1	PRJNA613847
GCA_015538345.1	PRJNA613847
GCA_015538355.1	PRJNA613847
GCA_015666275.1	PRJNA677881
GCA_015666285.1	PRJNA677881
GCA_015666365.1	PRJNA677881
GCA_015666475.1	PRJNA677881
GCA_015666515.1	PRJNA677881
GCA_015666535.1	PRJNA677881
GCA_016054925.1	PRJNA677881
GCA_016054975.1	PRJNA677881
GCA_016055015.1	PRJNA677881
GCA_016055335.1	PRJNA677881
GCA_016055475.1	PRJNA677881
GCA_016055485.1	PRJNA677881
GCA_016055595.1	PRJNA677881
GCA_016055685.1	PRJNA677881
GCA_016055715.1	PRJNA677881
GCA_016055835.1	PRJNA677881
GCA_016055945.1	PRJNA677881
GCA_016056005.1	PRJNA677881
GCA_016056045.1	PRJNA677881
GCA_016056095.1	PRJNA677881
GCA_016056125.1	PRJNA677881
GCA_016056145.1	PRJNA677881
GCA_016416045.1	PRJNA677881
GCA_016484945.1	PRJNA632943
GCA_016484955.1	PRJNA632943
GCA_016484985.1	PRJNA632943
GCA_016485005.1	PRJNA632943
GCA_016485025.1	PRJNA632943
GCA_016485045.1	PRJNA632943
GCA_016485085.1	PRJNA632943
GCA_016485105.1	PRJNA632943
GCA_016485125.1	PRJNA632943
GCA_016485145.1	PRJNA632943
GCA_016485165.1	PRJNA632943
GCA_016485185.1	PRJNA632943
GCA_016485205.1	PRJNA632943
GCA_016485225.1	PRJNA632943
GCA_016485245.1	PRJNA632943
GCA_016485265.1	PRJNA632943
GCA_016485285.1	PRJNA632943
GCA_016485305.1	PRJNA632943
GCA_016485325.1	PRJNA632943
GCA_016485345.1	PRJNA632943
GCA_016485365.1	PRJNA632943
GCA_016485665.1	PRJNA627433
GCA_016485725.1	PRJNA627433
GCA_016485745.1	PRJNA627433
GCA_016485965.1	PRJNA627433
GCA_016487265.1	PRJNA627433
GCA_016487725.1	PRJNA627433
GCA_016609805.1	PRJNA627433
GCA_016609885.1	PRJNA627433
GCA_017909475.1	PRJNA544939
GCA_017909485.1	PRJNA545307
GCA_017909495.1	PRJNA545308
GCA_017960395.1	PRJNA544941
GCA_018156045.1	PRJNA723341
GCA_018156055.1	PRJNA723341
GCA_018156065.1	PRJNA723341
GCA_018156145.1	PRJNA723341
GCA_018156665.1	PRJNA428488
GCA_018156705.1	PRJNA428488
GCA_018156725.1	PRJNA428488
GCA_018156745.1	PRJNA428488
GCA_020657695.1	PRJNA772654
GCA_021402995.1	PRJNA613847
GCA_022660815.1	PRJNA603509
GCA_022660835.1	PRJNA603505
GCA_023060185.1	PRJNA677881
GCA_023060375.1	PRJNA677881
GCA_023060655.1	PRJNA677881
GCA_023061035.1	PRJNA677881
GCA_023572255.1	PRJNA677881
GCA_023572275.1	PRJNA677881
GCA_023572305.1	PRJNA677881
GCA_023572445.1	PRJNA677881
GCA_023572625.1	PRJNA677881
GCA_024138435.1	PRJNA731249
GCA_024139015.1	PRJNA731249
GCA_024139035.1	PRJNA731249
GCA_024139055.1	PRJNA731249
GCA_024139075.1	PRJNA731249
GCA_024139095.1	PRJNA731249
GCA_024151465.1	PRJNA731249
GCA_024151485.1	PRJNA731249
GCA_024151505.1	PRJNA731249
GCA_024151525.1	PRJNA731249
GCA_024151535.1	PRJNA731249
GCA_024151565.1	PRJNA731249
GCA_024151585.1	PRJNA731249
GCA_024151605.1	PRJNA731249
GCA_024151615.1	PRJNA731249
GCA_024151645.1	PRJNA731249
GCA_024151665.1	PRJNA731249
GCA_024151685.1	PRJNA731249
GCA_024151695.1	PRJNA731249
GCA_024151725.1	PRJNA731249
GCA_024151745.1	PRJNA731249
GCA_024151765.1	PRJNA731249
GCA_024151775.1	PRJNA731249
GCA_024151795.1	PRJNA731249
GCA_024151825.1	PRJNA731249
GCA_024151845.1	PRJNA731249
GCA_024151865.1	PRJNA731249
GCA_024151885.1	PRJNA731249
GCA_024151895.1	PRJNA731249
GCA_024151905.1	PRJNA731249
GCA_024151945.1	PRJNA731249
GCA_024151965.1	PRJNA731249
GCA_024151985.1	PRJNA731249
GCA_024152085.1	PRJNA731249
GCA_024271825.1	PRJNA731249
GCA_024505645.2	PRJNA677881
GCA_024649355.1	PRJNA866144
GCA_024649375.1	PRJNA866144
GCA_025950435.1	PRJNA677881
GCA_025950485.1	PRJNA677881
GCA_025971765.1	PRJNA677881
GCA_025971805.1	PRJNA677881
GCA_025971935.1	PRJNA677881
GCA_026239565.1	PRJNA677881
GCA_026300115.1	PRJEB56918
GCA_026300595.1	PRJEB56918
GCA_026301315.1	PRJEB56918
GCA_026302075.1	PRJEB56918
GCA_026303455.1	PRJEB56918
GCA_026304275.1	PRJEB56918
GCA_026311855.1	PRJEB56918
GCA_026311875.1	PRJEB56918
GCA_026313115.1	PRJEB56918
GCA_026318945.1	PRJEB56918
GCA_026318965.1	PRJEB56918
GCA_026319005.1	PRJEB56918
GCA_026340685.1	PRJEB56918
GCA_026340785.1	PRJEB56918
GCA_026340835.1	PRJEB56918
GCA_026340865.1	PRJEB56918
GCA_026340935.1	PRJEB56918
GCA_026358235.1	PRJEB56918
GCA_026358335.1	PRJEB56918
GCA_026358375.1	PRJEB56918
GCA_026358395.1	PRJEB56918
GCA_026358415.1	PRJEB56918
GCA_026358425.1	PRJEB56918
GCA_026358455.1	PRJEB56918
GCA_026358475.1	PRJEB56918
GCA_026358495.1	PRJEB56918
GCA_026358515.1	PRJEB56918
GCA_026358525.1	PRJEB56918
GCA_026358555.1	PRJEB56918
GCA_026358575.1	PRJEB56918
GCA_026358595.1	PRJEB56918
GCA_026358615.1	PRJEB56918
GCA_026358635.1	PRJEB56918
GCA_026358655.1	PRJEB56918
GCA_026358675.1	PRJEB56918
GCA_026358695.1	PRJEB56918
GCA_026358715.1	PRJEB56918
GCA_026358735.1	PRJEB56918
GCA_026358755.1	PRJEB56918
GCA_026358795.1	PRJEB56918
GCA_026358815.1	PRJEB56918
GCA_026358855.1	PRJEB56918
GCA_026358875.1	PRJEB56918
GCA_026358895.1	PRJEB56918
GCA_026358935.1	PRJEB56918
GCA_026554895.1	PRJNA906166
GCA_026554915.1	PRJNA906166
GCA_026555015.1	PRJNA906166
GCA_026555035.1	PRJNA906166
GCA_026555055.1	PRJNA906166
GCA_026555075.1	PRJNA906166
GCA_026555095.1	PRJNA906166
GCA_026555115.1	PRJNA906166
GCA_026555155.1	PRJNA906166
GCA_026555195.1	PRJNA906166
GCA_026555235.1	PRJNA906166
GCA_026555275.1	PRJNA906166
GCA_026555295.1	PRJNA906166
GCA_026555315.1	PRJNA906166
GCA_026561215.1	PRJNA906166
GCA_026561235.1	PRJNA906166
GCA_026561255.1	PRJNA906166
GCA_026561275.1	PRJNA906166
GCA_026561295.1	PRJNA906166
GCA_026561315.1	PRJNA906166
GCA_026561335.1	PRJNA906166
GCA_026561355.1	PRJNA906166
GCA_026561375.1	PRJNA906166
GCA_026561415.1	PRJNA906166
GCA_026561435.1	PRJNA906166
GCA_026561455.1	PRJNA906166
GCA_026561475.1	PRJNA906166
GCA_026561495.1	PRJNA906166
GCA_026561515.1	PRJNA906166
GCA_026568275.1	PRJNA906166
GCA_026568295.1	PRJNA906166
GCA_026568315.1	PRJNA906166
GCA_026568355.1	PRJNA906166
GCA_026568375.1	PRJNA906166
GCA_026568385.1	PRJNA906166
GCA_026568415.1	PRJNA906166
GCA_026568455.1	PRJNA906166
GCA_026568475.1	PRJNA906166
GCA_026568495.1	PRJNA906166
GCA_026568515.1	PRJNA906166
GCA_026568535.1	PRJNA906166
GCA_026568575.1	PRJNA906166
GCA_026568595.1	PRJNA906166
GCA_026620155.1	PRJNA765678
GCA_028402465.1	PRJNA497603
GCA_028402505.1	PRJNA497606
GCA_028435895.1	PRJNA742192
GCA_028435925.1	PRJNA742192
GCA_028435965.1	PRJNA742192
GCA_028435975.1	PRJNA742192
GCA_028435995.1	PRJNA742192
GCA_028436005.1	PRJNA742192
GCA_028439845.1	PRJNA742192
GCA_028439855.1	PRJNA742192
GCA_028439875.1	PRJNA742192
GCA_028439905.1	PRJNA742192
GCA_028439915.1	PRJNA742192
GCA_028439945.1	PRJNA742192
GCA_028439955.1	PRJNA742192
GCA_028439975.1	PRJNA742192
GCA_028440005.1	PRJNA742192
GCA_028440015.1	PRJNA742192
GCA_028440045.1	PRJNA742192
GCA_028440065.1	PRJNA742192
GCA_028440075.1	PRJNA742192
GCA_028440105.1	PRJNA742192
GCA_028440125.1	PRJNA742192
GCA_028440145.1	PRJNA742192
GCA_028440165.1	PRJNA742192
GCA_028440185.1	PRJNA742192
GCA_028440195.1	PRJNA742192
GCA_028440225.1	PRJNA742192
GCA_028440245.1	PRJNA742192
GCA_028440255.1	PRJNA742192
GCA_028440285.1	PRJNA742192
GCA_028440295.1	PRJNA742192
GCA_028440325.1	PRJNA742192
GCA_028440335.1	PRJNA742192
GCA_028440365.1	PRJNA742192
GCA_028440385.1	PRJNA742192
GCA_028440395.1	PRJNA742192
GCA_028440415.1	PRJNA742192
GCA_028440435.1	PRJNA742192
GCA_028440465.1	PRJNA742192
GCA_028440485.1	PRJNA742192
GCA_028440505.1	PRJNA742192
GCA_028440515.1	PRJNA742192
GCA_028440525.1	PRJNA742192
GCA_028440555.1	PRJNA742192
GCA_028440585.1	PRJNA742192
GCA_028440605.1	PRJNA741978
GCA_028440615.1	PRJNA742192
GCA_028440635.1	PRJNA742192
GCA_028440685.1	PRJNA741978
GCA_028440705.1	PRJNA741978
GCA_029477905.1	PRJNA916281
GCA_029478065.1	PRJNA916287
GCA_029761775.1	PRJNA950404
GCA_029761785.1	PRJNA950404
GCA_029955785.1	PRJNA953974
GCA_029955865.1	PRJNA953974
GCA_029956025.1	PRJNA953974
GCA_030016845.1	PRJNA953974
GCA_030016875.1	PRJNA953974
GCA_030165035.1	PRJNA974706
GCA_030550885.1	PRJNA938102
GCA_030550895.1	PRJNA938102
GCA_030550955.1	PRJNA938102
GCA_030550965.1	PRJNA938102
GCA_030550975.1	PRJNA938102
GCA_030551015.1	PRJNA938102
GCA_030551035.1	PRJNA938102
GCA_030551055.1	PRJNA938102
GCA_030551065.1	PRJNA938102
GCA_030551075.1	PRJNA938102
GCA_030551115.1	PRJNA938102
GCA_030551135.1	PRJNA938102
GCA_030551145.1	PRJNA938102
GCA_030551165.1	PRJNA938102
GCA_030551215.1	PRJNA938102
GCA_030551235.1	PRJNA938102
GCA_030755485.1	PRJNA988092
GCA_030755535.1	PRJNA988092
GCA_030755775.1	PRJNA988092
GCA_030755855.1	PRJNA988092
GCA_030756075.1	PRJNA988092
GCA_030756135.1	PRJNA988092
GCA_030756395.1	PRJNA988092
GCA_030756425.1	PRJNA988092
GCA_031100935.1	PRJNA1003529
GCA_031100955.1	PRJNA1003529
GCA_031100975.1	PRJNA1003529
GCA_031101015.1	PRJNA1003529
GCA_034296425.1	PRJNA1012735
GCA_034296455.1	PRJNA1012735
GCA_034296475.1	PRJNA1012735
GCA_034296495.1	PRJNA1012735
GCA_034296515.1	PRJNA1012735
GCA_034296535.1	PRJNA1012735
GCA_034296555.1	PRJNA1012735
GCA_034296575.1	PRJNA1012735
GCA_034296595.1	PRJNA1012735
GCA_034296605.1	PRJNA1012735
GCA_034296615.1	PRJNA1012735
GCA_034296625.1	PRJNA1012735
GCA_034296675.1	PRJNA1012735
GCA_034296695.1	PRJNA1012735
GCA_034296705.1	PRJNA1012735
GCA_034296735.1	PRJNA1012735
GCA_034296755.1	PRJNA1012735
GCA_034296765.1	PRJNA1012735
GCA_034296795.1	PRJNA1012735
GCA_034296805.1	PRJNA1012735
GCA_034296825.1	PRJNA1012735
GCA_034296835.1	PRJNA1012735
GCA_034296875.1	PRJNA1012735
GCA_034296895.1	PRJNA1012735
GCA_034296915.1	PRJNA1012735
GCA_034296925.1	PRJNA1012735
GCA_034296945.1	PRJNA1012735
GCA_034296955.1	PRJNA1012735
GCA_034296995.1	PRJNA1012735
GCA_034297015.1	PRJNA1012735
GCA_034297035.1	PRJNA1012735
GCA_034297055.1	PRJNA1012735
GCA_034297075.1	PRJNA1012735
GCA_034297095.1	PRJNA1012735
GCA_034297115.1	PRJNA1012735
GCA_034297135.1	PRJNA1012735
GCA_034297155.1	PRJNA1012735
GCA_034297175.1	PRJNA1012735
GCA_034297195.1	PRJNA1012735
GCA_034297215.1	PRJNA1012735
GCA_034297235.1	PRJNA1012735
GCA_034297265.1	PRJNA1012735
GCA_034297275.1	PRJNA1012735
GCA_034931785.1	PRJNA1057303
GCA_036533995.1	PRJNA982036
GCA_036907395.1	PRJNA677881
GCA_037545705.1	PRJNA936143
GCA_037545745.1	PRJNA936143
GCA_037545755.1	PRJNA936143
GCA_037545805.1	PRJNA936143
GCA_039658575.1	PRJNA765678
GCA_039658595.1	PRJNA765678
GCA_039658615.1	PRJNA765678
GCA_039658635.1	PRJNA765678
GCA_039658655.1	PRJNA765678
GCA_039677705.1	PRJNA677881
GCA_039677725.1	PRJNA677881
GCA_039677745.1	PRJNA677881
GCA_039677765.1	PRJNA677881
GCA_040151215.1	PRJNA677881
GCA_040223795.1	PRJNA1122506
GCA_040223815.1	PRJNA1122511
GCA_040239585.1	PRJNA1123193
GCA_041501475.1	PRJNA1149802
GCA_041927285.1	PRJNA1158483
GCA_042142835.1	PRJNA1126181
GCA_042153585.1	PRJNA1126181
GCA_042862905.1	PRJNA1000208
GCA_042862925.1	PRJNA1000208
GCA_042862965.1	PRJNA1000208
GCA_042863085.1	PRJNA1000208
GCA_042938265.1	PRJNA1003529
GCA_042939275.1	PRJNA1003529
GCA_045064695.1	PRJNA1081428
GCA_045066095.1	PRJNA1081428
GCA_045066125.1	PRJNA1081428
GCA_045066145.1	PRJNA1081428
GCA_045066215.1	PRJNA1081428
GCA_045066255.1	PRJNA1081428
GCA_045066275.1	PRJNA1081428
GCA_045066335.1	PRJNA1081428
GCA_045066355.1	PRJNA1081428
GCA_045066365.1	PRJNA1081428
GCA_045066455.1	PRJNA1081428
GCA_045066515.1	PRJNA1081428
GCA_045066655.1	PRJNA1081428
GCA_047802645.1	PRJNA962904
GCA_047802665.1	PRJNA962904
GCA_047802685.1	PRJNA962904
GCA_048067285.1	PRJNA1197744
GCA_048067295.1	PRJNA1197744
GCA_048067305.1	PRJNA1197744
GCA_048069565.1	PRJNA1197744
GCA_048480215.1	PRJNA1197744
GCA_048750995.1	PRJNA1209693
GCA_049349525.1	PRJNA1205739
GCA_049355475.1	PRJNA962904
GCA_049356015.1	PRJNA962904
GCA_049388885.1	PRJNA962904
GCA_049389325.1	PRJNA962904
GCA_049706335.1	PRJNA1245013
GCA_050030175.1	PRJNA1197744
GCA_050030185.1	PRJNA1197744
GCA_050030675.1	PRJNA1197744
GCA_050269755.1	PRJNA1255660
GCA_050631785.1	PRJNA1269607
GCA_050896615.1	PRJNA723341
GCA_050896635.1	PRJNA723341
GCA_050896655.1	PRJNA723341
GCA_050896695.1	PRJNA723341
GCA_050896705.1	PRJNA723341
GCA_050896775.1	PRJNA723341
GCA_050896815.1	PRJNA723341
GCA_050896855.1	PRJNA723341
GCA_050896895.1	PRJNA723341
GCA_050896935.1	PRJNA723341
GCA_050896975.1	PRJNA723341
GCA_050897015.1	PRJNA723341
GCA_050897035.1	PRJNA723341
GCA_050897055.1	PRJNA723341
GCA_050897075.1	PRJNA723341
GCA_050897095.1	PRJNA723341
GCA_050897115.1	PRJNA723341
GCA_050897135.1	PRJNA723341
GCA_050897155.1	PRJNA723341
GCA_050897175.1	PRJNA723341
GCA_050897195.1	PRJNA723341
GCA_050897215.1	PRJNA723341
GCA_050897235.1	PRJNA723341
GCA_050897255.1	PRJNA723341
GCA_050897275.1	PRJNA723341
GCA_050897295.1	PRJNA723341
GCA_050897315.1	PRJNA723341
GCA_050897325.1	PRJNA723341
GCA_050897355.1	PRJNA723341
GCA_050897395.1	PRJNA723341
GCA_050897455.1	PRJNA723341
GCA_050897475.1	PRJNA723341
GCA_050897555.1	PRJNA723341
GCA_050897575.1	PRJNA723341
GCA_050897595.1	PRJNA723341
GCA_050897675.1	PRJNA723341
GCA_050897695.1	PRJNA723341
GCA_050897715.1	PRJNA723341
GCA_050897775.1	PRJNA723341
GCA_050897795.1	PRJNA723341
GCA_051169065.1	PRJNA613847
GCA_051169085.1	PRJNA613847
GCA_051169105.1	PRJNA613847
GCA_051169125.1	PRJNA613847
GCA_051169155.1	PRJNA613847
GCA_051169175.1	PRJNA613847
GCA_051169195.1	PRJNA613847
GCA_051169215.1	PRJNA613847
GCA_051169235.1	PRJNA613847
GCA_051169255.1	PRJNA613847
GCA_051169275.1	PRJNA613847
GCA_051169295.1	PRJNA613847
GCA_051169315.1	PRJNA613847
GCA_051169335.1	PRJNA613847
GCA_051169355.1	PRJNA613847
GCA_051169375.1	PRJNA613847
GCA_051169395.1	PRJNA613847
GCA_051169415.1	PRJNA613847
GCA_051169435.1	PRJNA613847
GCA_051169445.1	PRJNA613847
GCA_051169475.1	PRJNA613847
GCA_051169495.1	PRJNA613847
GCA_051169515.1	PRJNA613847
GCA_051169535.1	PRJNA613847
GCA_051169555.1	PRJNA613847
GCA_051169575.1	PRJNA613847
GCA_051169595.1	PRJNA613847
GCA_051169615.1	PRJNA613847
GCA_051169635.1	PRJNA613847
GCA_051169655.1	PRJNA613847
GCA_051169675.1	PRJNA613847
GCA_051169695.1	PRJNA613847
GCA_051169715.1	PRJNA613847
GCA_051169745.1	PRJNA613847
GCA_051169765.1	PRJNA613847
GCA_051169785.1	PRJNA613847
GCA_051169805.1	PRJNA613847
GCA_051169825.1	PRJNA613847
GCA_051169845.1	PRJNA613847
GCA_051169865.1	PRJNA613847
GCA_051169885.1	PRJNA613847
GCA_051169905.1	PRJNA613847
GCA_051169925.1	PRJNA613847
GCA_051169945.1	PRJNA613847
GCA_051169965.1	PRJNA613847
GCA_051169985.1	PRJNA613847
GCA_051170005.1	PRJNA613847
GCA_051170025.1	PRJNA613847
GCA_051170045.1	PRJNA613847
GCA_051170065.1	PRJNA613847
GCA_051170085.1	PRJNA613847
GCA_051170105.1	PRJNA613847
GCA_051170125.1	PRJNA613847
GCA_051170145.1	PRJNA613847
GCA_051170165.1	PRJNA613847
GCA_051170185.1	PRJNA613847
GCA_051170205.1	PRJNA613847
GCA_051170225.1	PRJNA613847
GCA_051170245.1	PRJNA613847
GCA_051170265.1	PRJNA613847
GCA_051170285.1	PRJNA613847
