ERR17057657	NA	contig00002	359241	360389	-	blaADC-402	extended-spectrum class C beta-lactamase ADC-402	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_031988126.1	extended-spectrum class C beta-lactamase ADC-402	NA	NA
ERR17057657	NA	contig00002	712343	713818	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	98.78	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057657	NA	contig00004	315886	317133	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	97.84	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057657	NA	contig00007	34683	35468	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.00	98.47	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
ERR17057661	NA	contig00001	220431	221717	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.00	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
ERR17057661	NA	contig00001	461558	462379	-	blaOXA-98	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_001021777.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98	NA	NA
ERR17057661	NA	contig00004	107662	108852	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.00	100.00	397	AKA30736.1	chloramphenicol efflux transporter CxpE	NA	NA
ERR17057661	NA	contig00004	333348	334496	-	blaADC-154	extended-spectrum class C beta-lactamase ADC-154	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_005138362.1	extended-spectrum class C beta-lactamase ADC-154	NA	NA
ERR17057661	NA	contig00005	29382	30629	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057661	NA	contig00006	215725	217200	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	99.19	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057661	NA	contig00008	35358	36143	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.00	98.47	262	WP_001279073.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
ERR17057662	NA	contig00001	317402	318649	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057662	NA	contig00003	99941	101227	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.00	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
ERR17057662	NA	contig00004	153622	154443	+	blaOXA-65	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_001021782.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	NA	NA
ERR17057662	NA	contig00008	81438	82913	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057662	NA	contig00010	100821	101969	-	blaADC-5	extended-spectrum class C beta-lactamase ADC-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_038405930.1	extended-spectrum class C beta-lactamase ADC-5	NA	NA
ERR17057662	NA	contig00014	18982	21198	+	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.00	99.86	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR17057662	NA	contig00023	32158	34869	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.00	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA	NA	NA
ERR17057662	NA	contig00023	57629	58819	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.00	100.00	397	AKA30736.1	chloramphenicol efflux transporter CxpE	NA	NA
ERR17057662	NA	contig00036	29039	30433	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	INTERNAL_STOP	465	465	100.00	96.34	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NA	NA
ERR17057662	NA	contig00036	35728	36798	+	adeS_G336S	Acinetobacter baumannii efflux resistant AdeS	core	AMR	POINT	EFFLUX	EFFLUX	POINTX	357	361	98.89	97.48	357	WP_031379793.1	two-component sensor histidine kinase AdeS	NA	NA
ERR17057662	NA	contig00036	35728	36798	+	adeS_N125K	Acinetobacter baumannii efflux resistant AdeS	core	AMR	POINT	EFFLUX	EFFLUX	POINTX	357	361	98.89	97.48	357	WP_031379793.1	two-component sensor histidine kinase AdeS	NA	NA
ERR17057662	NA	contig00042	6317	7102	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.00	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
ERR17057662	NA	contig00060	203	979	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTX	259	259	100.00	98.46	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NA	NA
ERR17057662	NA	contig00061	142	942	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR17057662	NA	contig00061	945	1778	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR17057662	NA	contig00074	846	1703	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NA	NA
ERR17057662	NA	contig00074	1848	2705	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
ERR17057662	NA	contig00077	1511	2323	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR17057662	NA	contig00082	146	964	+	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NA	NA
ERR17057662	NA	contig00084	126	695	+	aac(6')-Ian	aminoglycoside N-acetyltransferase AAC(6')-Ian	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	190	190	100.00	100.00	190	WP_000960976.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	NA	NA
ERR17057663	NA	contig00001	317402	318649	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057663	NA	contig00003	77651	78937	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.00	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
ERR17057663	NA	contig00004	22188	23009	-	blaOXA-65	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_001021782.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	NA	NA
ERR17057663	NA	contig00010	81438	82913	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057663	NA	contig00012	100821	101969	-	blaADC-5	extended-spectrum class C beta-lactamase ADC-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_038405930.1	extended-spectrum class C beta-lactamase ADC-5	NA	NA
ERR17057663	NA	contig00017	59302	61518	-	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.00	99.86	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR17057663	NA	contig00024	1466	2656	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.00	100.00	397	AKA30736.1	chloramphenicol efflux transporter CxpE	NA	NA
ERR17057663	NA	contig00024	25416	28127	-	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.00	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA	NA	NA
ERR17057663	NA	contig00035	6675	7745	-	adeS_G336S	Acinetobacter baumannii efflux resistant AdeS	core	AMR	POINT	EFFLUX	EFFLUX	POINTX	357	361	98.89	97.48	357	WP_031379793.1	two-component sensor histidine kinase AdeS	NA	NA
ERR17057663	NA	contig00035	6675	7745	-	adeS_N125K	Acinetobacter baumannii efflux resistant AdeS	core	AMR	POINT	EFFLUX	EFFLUX	POINTX	357	361	98.89	97.48	357	WP_031379793.1	two-component sensor histidine kinase AdeS	NA	NA
ERR17057663	NA	contig00035	13040	14434	+	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	INTERNAL_STOP	465	465	100.00	96.34	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NA	NA
ERR17057663	NA	contig00039	6317	7102	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.00	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
ERR17057663	NA	contig00059	203	979	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTX	259	259	100.00	98.46	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NA	NA
ERR17057663	NA	contig00062	142	942	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR17057663	NA	contig00062	945	1778	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR17057663	NA	contig00073	453	1310	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
ERR17057663	NA	contig00073	1455	2312	+	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NA	NA
ERR17057663	NA	contig00075	1511	2323	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR17057663	NA	contig00080	146	964	+	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NA	NA
ERR17057663	NA	contig00083	282	851	+	aac(6')-Ian	aminoglycoside N-acetyltransferase AAC(6')-Ian	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	190	190	100.00	100.00	190	WP_000960976.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	NA	NA
ERR17057664	NA	contig00002	92355	93176	+	blaOXA-65	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_001021782.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	NA	NA
ERR17057664	NA	contig00003	29092	30339	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057664	NA	contig00008	29154	30629	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057664	NA	contig00010	2668	3453	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.00	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
ERR17057664	NA	contig00012	22230	23516	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.00	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
ERR17057664	NA	contig00017	63840	64910	-	adeS_G336S	Acinetobacter baumannii efflux resistant AdeS	core	AMR	POINT	EFFLUX	EFFLUX	POINTX	357	361	98.89	97.48	357	WP_031379793.1	two-component sensor histidine kinase AdeS	NA	NA
ERR17057664	NA	contig00017	63840	64910	-	adeS_N125K	Acinetobacter baumannii efflux resistant AdeS	core	AMR	POINT	EFFLUX	EFFLUX	POINTX	357	361	98.89	97.48	357	WP_031379793.1	two-component sensor histidine kinase AdeS	NA	NA
ERR17057664	NA	contig00017	70205	71599	+	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	INTERNAL_STOP	465	465	100.00	96.34	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NA	NA
ERR17057664	NA	contig00018	59291	61507	-	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.00	99.86	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR17057664	NA	contig00026	120	1268	+	blaADC-5	extended-spectrum class C beta-lactamase ADC-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_038405930.1	extended-spectrum class C beta-lactamase ADC-5	NA	NA
ERR17057664	NA	contig00029	10588	13299	-	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.00	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA	NA	NA
ERR17057664	NA	contig00041	12389	13579	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.00	100.00	397	AKA30736.1	chloramphenicol efflux transporter CxpE	NA	NA
ERR17057664	NA	contig00045	141	941	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR17057664	NA	contig00045	944	1777	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR17057664	NA	contig00045	12509	13321	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	BLASTX	271	271	100.00	99.63	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR17057664	NA	contig00058	146	964	+	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NA	NA
ERR17057667	NA	contig00001	29092	30339	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057667	NA	contig00006	5432	6622	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.00	100.00	397	AKA30736.1	chloramphenicol efflux transporter CxpE	NA	NA
ERR17057667	NA	contig00006	29382	32093	-	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.00	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA	NA	NA
ERR17057667	NA	contig00007	95538	96686	+	blaADC-5	extended-spectrum class C beta-lactamase ADC-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_038405930.1	extended-spectrum class C beta-lactamase ADC-5	NA	NA
ERR17057667	NA	contig00014	68192	70408	-	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.00	99.86	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR17057667	NA	contig00022	20521	21807	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.00	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
ERR17057667	NA	contig00024	70504	71979	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057667	NA	contig00046	5658	6479	+	blaOXA-65	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_001021782.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65	NA	NA
ERR17057667	NA	contig00048	23931	24716	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.00	98.85	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NA	NA
ERR17057667	NA	contig00051	13033	14427	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	INTERNAL_STOP	465	465	100.00	96.34	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NA	NA
ERR17057667	NA	contig00053	190	1008	+	blaOXA-366	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-366	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_063862736.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-366	NA	NA
ERR17057667	NA	contig00065	8625	9458	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR17057667	NA	contig00065	9461	10261	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR17057667	NA	contig00081	127	939	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR17057667	NA	contig00081	3426	3995	+	aac(6')-Ian	aminoglycoside N-acetyltransferase AAC(6')-Ian	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	190	190	100.00	100.00	190	WP_000960976.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	NA	NA
ERR17057667	NA	contig00082	846	1703	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NA	NA
ERR17057667	NA	contig00082	1848	2705	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
ERR17057669	NA	contig00002	29443	30690	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.00	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
ERR17057669	NA	contig00003	116748	118223	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
ERR17057669	NA	contig00005	52049	54760	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.00	99.67	904	WP_000116450.1	DNA gyrase subunit A GyrA	NA	NA
